law,n,prev,sd_eta,b0,reps,seed,m_eta,folds,n_eff_mean,n_eff_median,n_eff_sd,n_eff_min,n_eff_max,S,one_class_share,same_penalty_CD,same_penalty_CDind,ml_nonconvergence_share,LL_A,LLse_A,BR_A,BRse_A,sdb_A,fix_share_A,LL_B,LLse_B,BR_B,BRse_B,sdb_B,fix_share_B,LL_C,LLse_C,BR_C,BRse_C,sdb_C,fix_share_C,LL_D,LLse_D,BR_D,BRse_D,sdb_D,fix_share_D,LL_Dind,LLse_Dind,BR_Dind,BRse_Dind,sdb_Dind,fix_share_Dind,LL_E,LLse_E,BR_E,BRse_E,sdb_E,fix_share_E,rep_beats_A_B,rep_beats_A_C,rep_beats_A_D,rep_beats_A_E,LL_D_minus_C,LL_D_minus_C_se,LL_Dind_minus_C,LL_Dind_minus_C_se,LL_oracle
project,25,0.05,2.0,1.25,500,"[20260825, 12]",-3.306124814942307,3,0.6739161757901737,0.6716714873380107,0.12563055817574842,0.3013562504647239,1.0416164174617497,0.04211976098688586,0.284,0.996,0.988,0.418,0.32969612201032933,0.010199721833313148,0.048668015140560544,0.00018358801074309878,0.0,1.0,0.33863881013339114,0.009963306735980653,0.0500474159262356,0.0002549567218640277,1.6560965699425638,0.0,0.3298280004644553,0.010196363743415949,0.04870620662609127,0.00018485326933468353,0.18809121043347238,0.992,0.3297881937279168,0.010197452377218577,0.04869463683910707,0.0001846906651840993,0.15146937659614923,0.994,0.32978049930156683,0.010197434518847113,0.04869087719175525,0.00018388580116439232,0.17843225150976227,0.992,0.33022030802932195,0.01018572200631343,0.04872843973084866,0.00018118793260484133,0.2651561856712333,0.93,0.104,0.0,0.0,0.006,-3.9806736538572975e-05,3.0193039974509943e-05,-4.7501162888566653e-05,0.00010318764526963717,0.32969612201032933
project,25,0.05,2.0,1.5,500,"[20260825, 13]",-2.9745754381296035,3,0.9264911939428714,0.9255873236529215,0.16017082213928077,0.48780011639683946,1.4003159776680514,0.23162279848571785,0.278,0.994,0.982,0.35,0.3249638315406925,0.01018418939086315,0.04846721379061417,0.0002001131534477418,0.0,1.0,0.334939056228138,0.00996127697837443,0.050272495000709995,0.0003268330176409082,1.8925375345517501,0.0,0.32546697616830406,0.010175770343162185,0.04858765457777676,0.0002179023442835398,0.4917463903650768,0.988,0.32513339483714065,0.010180533019838173,0.048545462838360184,0.00021254244684042146,0.23996336121170897,0.992,0.32511326513821154,0.010180949752182767,0.048537415198646065,0.00020691346789498323,0.21140082105330654,0.992,0.3256193635509933,0.010168704761386302,0.048595291126942206,0.00020532390307885786,0.35373607332092144,0.922,0.222,0.002,0.002,0.016,-0.000333581331163368,0.0002309338727313988,-0.00035371103009249896,0.0002518997142897358,0.3249638315406925
project,25,0.05,2.0,2.0,500,"[20260825, 14]",-2.575125163117998,3,1.3567705000906736,1.3636909577072058,0.23930130542936512,0.5494916708148787,2.1528321437640776,1.3567705000906736,0.242,0.984,0.972,0.314,0.3030626190914195,0.009831030866409036,0.047796501358629534,0.00020647258112056513,0.0,1.0,0.3431982891074044,0.010155295785929018,0.052800255430713164,0.0005354294743364853,5.176164758252628,0.0,0.30443443905395057,0.009820053413926388,0.04808133940118448,0.000238692999231413,0.9078040143165679,0.976,0.30319355604426257,0.009827979458849995,0.04790276353158656,0.00021103884939127068,0.3695874471148518,0.978,0.3032342601815926,0.009827259393800738,0.047919979544835484,0.00021484445747755378,0.35325328829157315,0.98,0.3115353293025588,0.009863078028367127,0.049149886264304186,0.0003425520613456302,2.4173020169129904,0.856,0.304,0.008,0.01,0.03,-0.0012408830096880114,0.0006302742402161371,-0.0012001788723578581,0.0006397787357981271,0.3030626190914195
project,25,0.2,0.5,0.7,500,"[20260825, 15]",-2.2025547884420567,3,0.30355575270493784,0.2986148054982894,0.08830101475119677,0.06298800683452932,0.635563956489414,0.027320017743444412,0.002,0.99,0.944,0.222,0.5186914249946752,0.0047286174425460485,0.16356166505996766,0.00033288850460806105,0.0,1.0,0.5462107036683562,0.005232695183970021,0.16862320814343498,0.0005531607261493729,1.2957944835482575,0.0,0.520508379162997,0.004832346336440472,0.16391023386065157,0.00037846291961936697,0.2984532022937924,0.96,0.5206229659276606,0.004854107557004624,0.16393359173918054,0.00040302257738922487,0.2892695447236705,0.966,0.5206899939064121,0.004837880176551491,0.16389299055834827,0.00038006734869615083,0.32793766504100796,0.958,0.5226501982477991,0.004807694861290219,0.1647926763944329,0.0004307765075079163,0.4661527969162957,0.776,0.192,0.006,0.006,0.09,0.00011458676466339501,0.0004167320460484747,0.00018161474341507334,0.00035349982214107615,0.5186914249946752
project,25,0.2,0.5,1.0,500,"[20260825, 16]",-1.5804345981935155,3,0.5349968534083634,0.5262129429268116,0.145729598118003,0.13217054905668224,0.9652471743711126,0.0,0.0,0.976,0.916,0.058,0.507482765236209,0.0014118904574540762,0.16236125307629687,0.0003908831486903463,0.0,1.0,0.5504594805659856,0.003746151591940555,0.16895775049789427,0.0007010407905454327,2.3240244633185294,0.0,0.5104234802591415,0.0019976459812363944,0.16299235597517991,0.00048007707064661007,0.4760171680062047,0.954,0.509732138830048,0.0019890554628642578,0.16284956070005097,0.0004768170626773148,0.36310284290888334,0.972,0.5094623521996355,0.0014795058282845086,0.16275710303446111,0.000410999200480983,0.5141124014773126,0.936,0.5150541657530676,0.0021950192874588136,0.1643263768999039,0.0005433191524704172,0.754369588659277,0.754,0.054,0.002,0.002,0.006,-0.0006913414290935719,0.00027207904122981567,-0.0009611280595060431,0.0015314279925353457,0.507482765236209
project,25,0.2,0.5,1.25,500,"[20260825, 17]",-1.295789273423448,3,0.7100254082136491,0.7065510754283366,0.19140587287074906,0.23335798589778847,1.2779069422043783,0.04437658801335307,0.002,0.974,0.934,0.022,0.5062856287017649,0.004722275545097465,0.16089553587486208,0.0003641349723200432,0.0,1.0,0.5515930480041652,0.00582296264642223,0.16735584132333287,0.0006564592995284182,3.048984755005337,0.0,0.509439253115185,0.004848562726245133,0.1613106280777432,0.000399378158811423,1.017768127887601,0.95,0.5071749918643134,0.004734186422790366,0.1611064199416052,0.0003910955751671479,0.40644280410805694,0.956,0.5074863245116323,0.004763750785752294,0.16125488741662425,0.0004252148574673976,0.35377495481093235,0.97,0.5185880875247413,0.005032192196480354,0.16300812791807545,0.0004994559660909927,1.6816527133888235,0.716,0.134,0.008,0.008,0.02,-0.002264261250871605,0.0009566438131184978,-0.0019529286035526634,0.0012421635263972406,0.5062856287017649
project,25,0.2,0.5,1.5,500,"[20260825, 18]",-1.1096286510716924,3,0.8318683044323318,0.8394745252317806,0.22207662522551033,0.14118748607053802,1.493104311321855,0.20796707610808296,0.008,0.968,0.934,0.026,0.5168439167229717,0.009169257644682766,0.16000248746009305,0.000425112572918735,0.0,1.0,0.5572289972331144,0.009918183579464916,0.1656258664228143,0.0007692163266417803,2.934092993207634,0.0,0.5204829668608626,0.009333533207935315,0.16067027431659664,0.00057034622580118,0.9935311418009536,0.95,0.5178884259904099,0.00918489802526129,0.1603268565004525,0.0004898755197036887,0.44589163819814254,0.958,0.5177125305910125,0.00917891995601053,0.16030591743884248,0.000471643749272136,0.38973633259795365,0.964,0.5257946959226225,0.009376177172999427,0.16172323134634997,0.000598096994857975,1.3219961465513295,0.716,0.21,0.022,0.018,0.06,-0.00259454087045282,0.00138007748688824,-0.0027704362698501212,0.0016744661994683384,0.5168439167229717
project,25,0.2,0.5,2.0,500,"[20260825, 19]",-0.8835253306520889,3,1.0250876034832885,1.0303431712215063,0.2793785011364966,0.22037639811445012,1.794676282607074,1.0250876034832885,0.008,0.968,0.914,0.04,0.5089711859133019,0.009179466762095833,0.15798641997248375,0.0004179600786778521,0.0,1.0,0.5413025918847588,0.009709369083151552,0.16188788699630255,0.0006120020376412794,3.622646575186088,0.0,0.5119177076383691,0.009229921489547344,0.15851302022137814,0.00047131012632766687,1.2349744246540917,0.942,0.5094848880605986,0.009179508930877678,0.15822270008688863,0.00043195504789320034,0.5482523869104914,0.954,0.5093041352667625,0.009179504864139534,0.15818535273801848,0.0004254276366002231,0.5115296150934706,0.938,0.5161337387086676,0.00927260106916327,0.15930385788890722,0.0005139732154804434,1.9195512122043974,0.696,0.4,0.026,0.022,0.138,-0.0024328195777705217,0.0009464847329169421,-0.002613572371606557,0.0010296037970260073,0.5089711859133019
project,25,0.2,1.0,0.7,500,"[20260825, 20]",-2.351380169303612,3,0.6604905000483425,0.6579919586211107,0.12903815013274378,0.33246287225587384,1.0430019067051652,0.05944414500435084,0.002,0.998,0.928,0.068,0.5087510430981204,0.004824739744078698,0.1617292782445061,0.0005058693237982344,0.0,1.0,0.5395215471157224,0.005604165565598189,0.16524412116318854,0.00059541555225949,1.2401985202464958,0.0,0.5103474049808681,0.004839086000520586,0.1620569610410821,0.0005161844117756354,0.2493420100062377,0.954,0.5103912120767393,0.004840579698881176,0.16206506381035685,0.0005162798442733457,0.2653266966628815,0.954,0.5093829791350747,0.004828764153740264,0.16179846788379273,0.000505075501072385,0.1810393958653889,0.956,0.5117444902069298,0.00485312489232633,0.1625870369581854,0.0005417450037118341,0.32081528665293113,0.752,0.298,0.008,0.008,0.134,4.3807095871289724e-05,4.3807095871289724e-05,-0.0009644258457933425,0.0005143541658655588,0.5087510430981204
project,25,0.2,1.0,1.0,500,"[20260825, 21]",-1.7670506613041779,3,1.1457359149546178,1.1400857596543394,0.23136325503232602,0.4831211818048312,2.016810067294086,0.0,0.004,0.984,0.932,0.008,0.49240572167394625,0.0066084486874412995,0.15661185395229166,0.00044500221812460476,0.0,1.0,0.5480738310594532,0.008627868119091978,0.16310026223366483,0.0006871561292337519,2.839116621389751,0.0,0.4963282799900166,0.00683674885876259,0.15710684827898483,0.00048477299872808625,0.8457042934230269,0.962,0.4945135977010032,0.0066341453172973006,0.1569935744801013,0.0004684153502906493,0.4177851450935614,0.966,0.49423860810112774,0.006626873304528672,0.15697081592569476,0.00046092511935154866,0.3853027323434418,0.95,0.5114757212981788,0.007495175912319883,0.15893073569111021,0.0005804682869985317,1.7231446021105428,0.69,0.062,0.002,0.004,0.028,-0.0018146822890133655,0.0013441271906946969,-0.0020896718888888262,0.0016027762210215066,0.49240572167394625
project,25,0.2,1.0,1.25,500,"[20260825, 22]",-1.5067987346554537,3,1.4547756602156756,1.4684338810112147,0.28741987205641906,0.5503885675813113,2.260937038852569,0.09092347876347973,0.006,0.968,0.918,0.018,0.4867197935829523,0.008046826567620525,0.15417436822083763,0.0004463696906246087,0.0,1.0,0.5298112842521998,0.008920530954047032,0.15992559670497536,0.0006613981248943929,2.4994518085816564,0.0,0.4919833688294507,0.008205764294381405,0.154650298394184,0.00046514693822918667,1.0994926965338179,0.934,0.4884187558651744,0.008054284550927777,0.1544241760390894,0.00045396454401271346,0.4593021485265809,0.948,0.4877070424537346,0.00805259659455852,0.15440280101784085,0.00045734621894355477,0.32131464122231157,0.968,0.49924115479048303,0.00821349016706491,0.1562678074329177,0.0005318689868712543,1.297288951037349,0.716,0.16,0.004,0.0,0.02,-0.003564612964276282,0.001391155730140174,-0.004276326375716166,0.0015959617042215076,0.4867197935829523
project,25,0.2,1.0,1.5,500,"[20260825, 23]",-1.3403534774864876,3,1.6473757821484225,1.644917908102057,0.3211318646436644,0.6152510891823584,2.635814604291883,0.4118439455371056,0.004,0.982,0.932,0.026,0.47439477336721436,0.0066842048489845875,0.15176580992898522,0.0004928126360967421,0.0,1.0,0.5167043672137347,0.008017288974710119,0.15662341106727504,0.0006952414256381656,2.8089827509702188,0.0,0.4775550238535081,0.006779164386654512,0.15232129459204133,0.0005305982508297556,0.809100304659182,0.948,0.4762533422884213,0.006699667718746403,0.15216118457579564,0.0005172935967341026,0.5595251385173253,0.952,0.4763080758281549,0.006714488131419085,0.15217780119325164,0.0005362446021757058,0.5382357277183452,0.95,0.4877700558958308,0.007034639630358867,0.15372804546942798,0.0006062958963898957,1.5909297531563673,0.748,0.288,0.02,0.016,0.048,-0.001301681565086838,0.0009169989499079068,-0.0012469480253532548,0.0012860146354193845,0.47439477336721436
project,25,0.2,1.0,2.0,500,"[20260825, 24]",-1.14389674484319,3,1.9868078764975894,1.9688186684765674,0.41440951596189335,0.7017283305269094,3.2553963148861027,1.9868078764975894,0.004,0.962,0.874,0.022,0.46095127732997676,0.006656995456017506,0.1479064905992289,0.0004150263563986681,0.0,1.0,0.5006039044486719,0.008176963230721894,0.15244173199633596,0.0006597256158639836,3.3008048588893413,0.0,0.4660572808271392,0.00686883094692897,0.14852828169065452,0.00046101142522830444,1.518828758209249,0.89,0.46144010258084983,0.006663397063791123,0.14817120192090463,0.000432034783370115,0.6250281969188045,0.906,0.4615180409050262,0.006664851326606057,0.14819137280658853,0.0004306905045570593,0.5797850721680088,0.912,0.4734555765287218,0.00700015755929506,0.14983712032479957,0.0005307168592228252,2.0868129592429443,0.622,0.458,0.06,0.056,0.174,-0.004617178246289338,0.0016280397086935476,-0.00453923992211309,0.0016971170656492557,0.46095127732997676
project,25,0.2,2.0,0.7,500,"[20260825, 25]",-2.7980161007021005,3,1.0995816142758008,1.1032671165195338,0.1847678758379933,0.5557693430428031,1.7632983472763841,0.0989623452848221,0.0,0.99,0.928,0.006,0.46915579714960426,0.00148304984308621,0.15279432371887997,0.0004824424491086056,0.0,1.0,0.5269491087837029,0.007120456865278935,0.15774567253478441,0.0006456037933540201,2.2146049380037405,0.0,0.4746705820660318,0.0024561976587240118,0.15337646021341667,0.0005216649462414549,0.5245041766253156,0.938,0.4720172417186887,0.001792192984042819,0.15315770534461542,0.0005085040312951782,0.3028962285309109,0.94,0.4729794181008608,0.0018852534141231914,0.1533389346874219,0.0005132284543761645,0.3610481683483646,0.944,0.48579479144004073,0.0035459202448303857,0.15448326080112632,0.0005541032367427592,0.9208826373529314,0.606,0.294,0.018,0.018,0.188,-0.0026533403473431153,0.0013540901214902086,-0.0016911639651709487,0.001786531181299598,0.46915579714960426
project,25,0.2,2.0,1.0,500,"[20260825, 26]",-2.28779348968638,3,1.7678138006719344,1.7591774388172299,0.2979659666251465,0.828337043084917,2.7754105479202753,0.0,0.0,0.98,0.924,0.018,0.44219966957912615,0.0015958154271707833,0.1461984930917339,0.0004966328652169762,0.0,1.0,0.5206477955975771,0.00968209651256075,0.15291262083818355,0.0008131876144449325,2.907332994645501,0.0,0.45525737476692457,0.006743638534667585,0.14711698542572435,0.0006376316131462875,1.0538319360238158,0.958,0.4485231495998003,0.003133169980483172,0.14692830447228322,0.0006018725865255946,0.5088593123278116,0.954,0.4498661213137144,0.0031323936995301524,0.14724942581734388,0.000611442085615595,0.5609307785958331,0.94,0.4667525283621417,0.005473227295280297,0.14884335920485617,0.0006893665685014762,1.2013515644655295,0.718,0.086,0.0,0.0,0.024,-0.006734225167124255,0.0040678433655167105,-0.005391253453210197,0.004344689528510067,0.44219966957912615
project,25,0.2,2.0,1.25,500,"[20260825, 27]",-2.06951304393189,3,2.150956322194741,2.140196295975131,0.37279450594772706,1.2278820439120801,3.4843055252784536,0.1344347701371713,0.0,0.986,0.912,0.004,0.4241813364853467,0.0014376446988252402,0.14135539336142605,0.0004952510241818086,0.0,1.0,0.482618925830067,0.006597828282796552,0.14745670983847498,0.0007164329099214362,2.463186408451043,0.0,0.4280502089468139,0.002076232076211943,0.141792292303343,0.0005139952385537235,0.6859526297477495,0.936,0.4266060984170797,0.001608306715584743,0.14180692463579692,0.000510242278374859,0.4206259995551878,0.944,0.4265299815863742,0.0016139422824055579,0.14165210777430634,0.0005068700929216068,0.45032723949932496,0.938,0.44318236045923937,0.0034684768976009166,0.14362810889452077,0.0005801793946158253,1.3938047981056718,0.726,0.212,0.012,0.008,0.038,-0.001444110529734163,0.0012432059123294625,-0.0015202273604397161,0.0012874787097687625,0.4241813364853467
project,25,0.2,2.0,1.5,500,"[20260825, 28]",-1.933992773298046,3,2.4423110743988174,2.4285637471071757,0.43942653505921486,1.2667124014852253,3.960710386009907,0.6105777685997044,0.004,0.98,0.902,0.028,0.42361669737040647,0.006815090944563979,0.13830649111629453,0.0005136484823118298,0.0,1.0,0.49009779228548656,0.010473234346728857,0.14381320966045502,0.0007419601841258306,3.1809590100801444,0.0,0.43026256621161996,0.0071482773847046715,0.1390301731015216,0.0005492273465738288,1.096238530776959,0.922,0.426180161122811,0.0068573797847249806,0.13876766429629414,0.0005349360589196708,0.5304398955670131,0.924,0.4271959673638244,0.006877846402321028,0.13887791529947188,0.0005377251248998256,0.6275033708801917,0.926,0.4454633066654978,0.007873745118278219,0.14051241200234893,0.0006119408025682442,1.9108254005328342,0.686,0.352,0.028,0.032,0.092,-0.004082405088808967,0.0018403197922849041,-0.0030665988477955155,0.0020883795158752995,0.42361669737040647
